"Public Food Key","Classification","Food Name","Energy with dietary fibre, equated  (kJ)","Energy, without dietary fibre, equated  (kJ)","Moisture (water)  (g)","Protein  (g)","Nitrogen  (g)","Fat, total  (g)","Ash  (g)","Total dietary fibre  (g)","Alcohol  (g)","Fructose  (g)","Glucose  (g)","Sucrose (g)","Maltose  (g)","Lactose  (g)","Galactose  (g)","Maltotrios  (g)","Total sugars (g)","Added sugars (g)","Free sugars  (g)","Starch  (g)","Dextrin  (g)","Glycerol  (g)","Glycogen  (g)","Inulin  (g)","Erythritol  (g)","Maltitol  (g)","Mannitol  (g)","Xylitol  (g)","Maltodextrin (g)","Oligosaccharides   (g)","Polydextrose  (g)","Raffinose  (g)","Stachyose  (g)","Sorbitol  (g)","Resistant starch  (g)","Available carbohydrate, without sugar alcohols  (g)","Available carbohydrate, with sugar alcohols  (g)","Acetic acid  (g)","Citric acid  (g)","Fumaric acid  (g)","Lactic acid  (g)","Malic acid  (g)","Oxalic acid  (g)","Propionic acid  (g)","Quinic acid  (g)","Shikimic acid  (g)","Succinic acid  (g)","Tartaric acid  (g)","Aluminium (Al)  (ug)","Antimony (Sb)  (ug)","Arsenic (As)  (ug)","Cadmium (Cd)  (ug)","Calcium (Ca)  (mg)","Chromium (Cr)  (ug)","Chloride (Cl)  (mg)","Cobalt (Co)  (ug)","Copper (Cu)  (mg)","Fluoride (F)  (ug)","Iodine (I)  (ug)","Iron (Fe)  (mg)","Lead (Pb)  (ug)","Magnesium (Mg)  (mg)","Manganese (Mn)  (mg)","Mercury (Hg)  (ug)","Molybdenum (Mo)  (ug)","Nickel (Ni)  (ug)","Phosphorus (P)  (mg)","Potassium (K)  (mg)","Selenium (Se)  (ug)","Sodium (Na)  (mg)","Sulphur (S)  (mg)","Tin (Sn)  (ug)","Zinc (Zn)  (mg)","Retinol (preformed vitamin A)  (ug)","Alpha-carotene  (ug)","Beta-carotene  (ug)","Cryptoxanthin  (ug)","Beta-carotene equivalents (provitamin A)  (ug)","Vitamin A retinol equivalents  (ug)","Lutein  (ug)","Lycopene  (ug)","Xanthophyl  (ug)","Thiamin (B1)  (mg)","Riboflavin (B2)  (mg)","Niacin (B3)  (mg)","Niacin derived from tryptophan  (mg)","Niacin derived equivalents  (mg)","Pantothenic acid (B5)  (mg)","Pyridoxine (B6)  (mg)","Biotin (B7)  (ug)","Cobalamin (B12)  (ug)","Folate, natural  (ug)","Folic acid  (ug)","Total folates  (ug)","Dietary folate equivalents  (ug)","Vitamin C  (mg)","Cholecalciferol (D3)  (ug)","Ergocalciferol (D2)  (ug)","25-hydroxy cholecalciferol (25-OH D3)  (ug)","25-hydroxy ergocalciferol (25-OH D2)  (ug)","Vitamin D3 equivalents  (ug)","Alpha tocopherol  (mg)","Alpha tocotrienol  (mg)","Beta tocopherol  (mg)","Beta tocotrienol  (mg)","Delta tocopherol  (mg)","Delta tocotrienol  (mg)","Gamma tocopherol  (mg)","Gamma tocotrienol  (mg)","Vitamin E  (mg)","C4 (%T)","C6 (%T)","C8 (%T)","C10 (%T)","C11 (%T)","C12 (%T)","C13 (%T)","C14 (%T)","C15 (%T)","C16 (%T)","C17 (%T)","C18 (%T)","C19 (%T)","C20 (%T)","C21 (%T)","C22 (%T)","C23 (%T)","C24 (%T)","Total saturated fatty acids, equated (%T)","C10:1 (%T)","C12:1 (%T)","C14:1 (%T)","C15:1 (%T)","C16:1 (%T)","C17:1 (%T)","C18:1 (%T)","C18:1w5 (%T)","C18:1w6 (%T)","C18:1w7 (%T)","C18:1w9 (%T)","C20:1 (%T)","C20:1w9 (%T)","C20:1w13 (%T)","C20:1w11 (%T)","C22:1 (%T)","C22:1w9 (%T)","C22:1w11 (%T)","C24:1 (%T)","C24:1w9 (%T)","C24:1w11 (%T)","C24:1w13 (%T)","Total monounsaturated fatty acids, equated (%T)","C12:2 (%T)","C16:2w4 (%T)","C16:3 (%T)","C18:2w6 (%T)","C18:3w3 (%T)","C18:3w4 (%T)","C18:3w6 (%T)","C18:4w1 (%T)","C18:4w3 (%T)","C20:2 (%T)","C20:2w6 (%T)","C20:3 (%T)","C20:4 (%T)","C20:3w3 (%T)","C20:3w6 (%T)","C20:4w3 (%T)","C20:4w6 (%T)","C20:5w3 (%T)","C21:5w3 (%T)","C22:2 (%T)","C22:2w6 (%T)","C22:4w6 (%T)","C22:5w3 (%T)","C22:5w6 (%T)","C22:6w3 (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated  (%T)","Total undifferentiated fatty acids  (%T)","Total trans fatty acids, imputed  (%T)","C4 (g)","C6 (g)","C8 (g)","C10 (g)","C11 (g)","C12 (g)","C13 (g)","C14 (g)","C15 (g)","C16 (g)","C17 (g)","C18 (g)","C19 (g)","C20 (g)","C21 (g)","C22 (g)","C23 (g)","C24 (g)","Total saturated fatty acids, equated  (g)","C10:1 (g)","C12:1 (g)","C14:1 (g)","C15:1 (g)","C16:1 (g)","C17:1 (g)","C18:1 (g)","C18:1w5 (mg)","C18:1w6 (mg)","C18:1w7 (g)","C18:1w9 (mg)","C20:1 (g)","C20:1w9 (mg)","C20:1w13 (mg)","C20:1w11 (mg)","C22:1 (g)","C22:1w9 (mg)","C22:1w11 (mg)","C24:1 (g)","C24:1w9 (mg)","C24:1w11 (mg)","C24:1w13 (mg)","Total monounsaturated fatty acids, equated  (g)","C12:2 (g)","C16:2w4 (mg)","C16:3 (g)","C18:2w6 (g)","C18:3w3 (g)","C18:3w4 (g)","C18:3w6 (mg)","C18:4w1 (g)","C18:4w3 (mg)","C20:2 (mg)","C20:2w6 (mg)","C20:3 (mg)","C20:3w3 (mg)","C20:3w6 (mg)","C20:4 (g)","C20:4w3 (mg)","C20:4w6 (mg)","C20:5w3 (mg)","C21:5w3 (g)","C22:5w3 (mg)","C22:4w6 (mg)","C22:2 (g)","C22:2w6 (mg)","C22:5w6 (g)","C22:6w3 (mg)","Total polyunsaturated fatty acids, equated  (g)","Total long chain omega 3 fatty acids, equated  (mg)","Total undifferentiated fatty acids, mass basis basis  (mg)","Total trans fatty acids, imputed  (mg)","Caffeine  (mg)","Cholesterol  (mg)","Alanine  (mg/gN)","Arginine  (mg/gN)","Aspartic acid  (mg/gN)","Cystine plus cysteine  (mg/gN)","Glutamic acid  (mg/gN)","Glycine  (mg/gN)","Histidine  (mg/gN)","Isoleucine  (mg/gN)","Leucine  (mg/gN)","Lysine  (mg/gN)","Methionine  (mg/gN)","Phenylalanine  (mg/gN)","Proline  (mg/gN)","Serine  (mg/gN)","Threonine  (mg/gN)","Tyrosine  (mg/gN)","Tryptophan  (mg/gN)","Valine  (mg/gN)","Alanine  (mg)","Arginine  (mg)","Aspartic acid  (mg)","Cystine plus cysteine  (mg)","Glutamic acid  (mg)","Glycine  (mg)","Histidine  (mg)","Isoleucine  (mg)","Leucine  (mg)","Lysine  (mg)","Methionine  (mg)","Phenylalanine  (mg)","Proline  (mg)","Serine  (mg)","Threonine  (mg)","Tyrosine  (mg)","Tryptophan  (mg)","Valine  (mg)"
"F002900","24705","Chilli (chili), red, fried, no added fat","222","128","79.7","1.6","0.25","0.4","1","11.8","0","2.6","2.1","0","0","0","nan","nan","4.7","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","4.7","4.7","nan","0.4","nan","0","0.6","0","nan","0","nan","nan","nan","nan","nan","nan","nan","18","nan","nan","nan","nan","nan","0","1.22","nan","31","nan","nan","nan","nan","27","333","0.6","3","nan","nan","0.33","0","6","1370","780","1763","294","nan","nan","nan","0.1","0.179","3.69","0.37","4.26","nan","0.27","nan","0","46","0","46","46","190","0","0","0","0","0","3.6","nan","nan","nan","nan","nan","nan","nan","3.59","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","22","nan"
"F002907","24403","Chives, raw","120","83","89.6","1.5","0.24","0.3","0.9","4.7","0","1.9","0.4","0.3","0","0","nan","nan","2.6","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","2.6","2.6","nan","0.2","nan","0","0.3","0","nan","0","nan","nan","nan","nan","nan","nan","nan","90","nan","nan","nan","nan","nan","6.6","2.8","nan","12","nan","nan","nan","nan","58","210","0.9","7","nan","nan","0.4","0","30","2230","110","2300","383","nan","nan","nan","0.06","0.21","0.7","0.29","0.99","nan","0.14","nan","0","105","0","105","105","29","0","0","0","0","0","0.2","nan","nan","nan","nan","nan","nan","nan","0.21","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","71","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","17","nan"
"F002949","24705","Choko, peeled, fresh, raw","87","75","94.3","0.5","0.08","0.2","0.3","1.4","0","1.7","1.4","0","0","0","nan","nan","3.1","0","0","0.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3.6","3.6","nan","0","nan","0","0.1","0","nan","0","nan","nan","nan","nan","nan","nan","nan","17","nan","nan","nan","nan","nan","0","0.3","nan","11","nan","nan","nan","nan","18","88","0.2","8","nan","nan","0.2","0","40","20","20","50","8","nan","nan","nan","0.02","0.02","0.5","0.07","0.57","nan","0.08","nan","0","93","0","93","93","14","0","0","0","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","0.12","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","222","329","526","74","461","181","115","239","378","288","58","271","173","239","164","222","49","263","18","26","42","6","37","14","9","19","30","23","5","22","14","19","13","18","4","21"
"F002948","24705","Choko, peeled, fresh, boiled, drained","103","90","93.2","0.6","0.1","0.2","0.4","1.7","0","2","1.7","0","0","0","nan","nan","3.7","0","0","0.6","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","4.3","4.3","nan","0","nan","0","0.1","0","nan","0","nan","nan","nan","nan","nan","nan","nan","19","nan","nan","nan","nan","nan","0","0.34","nan","12","nan","nan","nan","nan","19","94","0.2","9","nan","nan","0.23","0","43","21","21","54","9","nan","nan","nan","0.019","0.021","0.54","0.08","0.67","nan","0.07","nan","0","72","0","72","72","11","0","0","0","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","0.14","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","21","31","50","7","44","17","11","23","36","27","6","26","16","23","16","21","5","25"
"F003192","24403","Coriander, fresh, raw","132","106","90.5","3.1","0.5","0.6","1.8","3.2","0","0.5","0.6","0.2","0","0","nan","nan","1.2","0","0","0.6","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.9","1.9","0","0.1","nan","0","0","nan","0","0","nan","nan","nan","480","nan","3.4","nan","86","nan","nan","nan","0.09","nan","9.8","4.5","1.4","30","0.47","nan","49","nan","54","540","0","45","nan","nan","0.55","0","45","3060","20","3092","515","nan","nan","nan","0.095","0.185","0.2","0.77","0.97","0.54","0.08","nan","0","126","0","126","126","30","0","0","0","0","0","1.7","nan","0","nan","0","nan","0","nan","1.7","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","4.26","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","83.59","nan","nan","nan","12.2","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","12.16","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.02","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0.37","nan","nan","nan","0.05","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0.05","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","90","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","45","nan"
"F003209","24704","Corn, fresh on cob, raw","366","335","78.2","3.6","0.58","1.8","0.6","3.8","0","0.9","1","3.5","0","0","nan","nan","5.4","0","0","7.1","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","12.5","12.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","0","16","0","nan","nan","0.028","nan","0","1.2","0","12","0.11","nan","1.5","nan","22","250","0","19","nan","nan","0.45","0","0","0","13","6","1","nan","nan","nan","0.05","0.05","1.1","0.49","1.59","0.18","0.07","nan","0","16","0","16","16","3","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","0","nan","0","nan","0.1","0.2","20.8","0.6","3.8","nan","1.6","nan","0.7","nan","1.3","29.1","nan","nan","0","nan","1.7","0","1.5","nan","nan","nan","nan","0.1","nan","nan","nan","0.1","nan","nan","0.8","nan","nan","nan","4.2","nan","nan","nan","16.6","42.3","nan","0","nan","nan","nan","0.2","nan","nan","0.4","0","nan","0","0","nan","nan","0","0.2","0","nan","0","59.7","0","nan","0","0","0","0","0","nan","0","nan","0","0","0.34","0.01","0.06","nan","0.03","nan","0.01","nan","0.02","0.48","nan","nan","0","nan","0.03","0","0.02","nan","nan","nan","nan","0","nan","nan","nan","0","nan","nan","0.01","nan","nan","nan","0.07","nan","nan","nan","0.27","0.7","nan","0","nan","nan","nan","3.31","nan","6.62","0","nan","nan","0","0","nan","0","3.31","nan","0","nan","0","0.99","0","nan","0","0","0","500","238","383","142","1064","217","185","232","697","201","157","286","485","295","297","231","50","335","290","138","222","82","618","126","107","135","405","117","91","166","282","171","172","134","29","194"
"F003200","24704","Corn, fresh on cob, boiled, drained","381","349","77.3","3.8","0.6","1.9","0.6","4","0","0.9","1","3.6","0","0","nan","nan","5.6","0","0","7.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","13","13","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","0","16","0","nan","nan","0.029","nan","0","1.19","0","12","0.114","nan","1.6","nan","21","234","0","19","nan","nan","0.44","0","0","0","12","6","1","nan","nan","nan","0.042","0.047","0.97","0.51","1.66","0.19","0.05","nan","0","11","0","11","11","2","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","0","0","0","nan","0","nan","0","0","0.36","0.01","0.06","nan","0.03","nan","0.01","nan","0.02","0.5","nan","nan","0","nan","0.03","0","0.02","nan","nan","nan","nan","0","nan","nan","nan","0","nan","nan","0.01","nan","nan","nan","0.07","nan","nan","nan","0.29","0.73","nan","0","nan","nan","nan","3.45","nan","6.9","0","nan","nan","0","0","nan","0","3.45","nan","0","nan","0","1.03","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","302","144","232","86","644","131","112","140","422","122","95","173","293","178","180","140","30","203"
"F003220","24704","Corn, kernels, canned in brine, drained","391","369","77.4","2.9","0.47","1","1","2.7","0","0.2","0.2","3","0","0","nan","nan","3.5","0","0","13.4","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","16.8","16.8","nan","0","nan","0","0.1","0","nan","0","nan","nan","nan","nan","nan","0","0","2","0","nan","nan","0.047","nan","0","0.42","nan","17","0.096","0","0","nan","62","124","0","170","nan","nan","0.5","0","52","23","0","49","8","nan","nan","nan","0","0.03","1.2","0.38","1.58","nan","0.18","nan","0","45","0","45","45","3","0","0","0","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","0.09","0","0","0","0","nan","0","nan","0.1","0.2","20.8","0.6","3.8","nan","1.6","nan","0.7","nan","1.3","29.1","nan","nan","0","nan","1.7","0","1.5","nan","nan","nan","nan","0.1","nan","nan","nan","0.1","nan","nan","0.8","nan","nan","nan","4.2","nan","nan","nan","16.6","42.3","nan","0","nan","nan","nan","0.2","nan","nan","0.4","0","nan","0","0","nan","nan","0","0.2","0","nan","0","59.7","0","nan","0","0","0","0","0","nan","0","nan","0","0","0.18","0","0.03","nan","0.01","nan","0.01","nan","0.01","0.25","nan","nan","0","nan","0.01","0","0.01","nan","nan","nan","nan","0","nan","nan","nan","0","nan","nan","0.01","nan","nan","nan","0.04","nan","nan","nan","0.14","0.37","nan","0","nan","nan","nan","1.75","nan","3.5","0","nan","nan","0","0","nan","0","1.75","nan","0","nan","0","0.52","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","48","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","22","nan"
"F003202","24704","Corn, kernels, purchased frozen, raw","390","370","76","3","0.48","0.9","0.5","2.5","0","0.3","0.3","2.2","0.2","0","nan","nan","3","0","0","13.8","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","16.8","16.8","nan","0","nan","nan","0.1","0","nan","0.1","nan","nan","nan","nan","nan","nan","nan","3","nan","nan","nan","0","nan","0","0.4","nan","24","0.12","nan","nan","nan","71","202","1","5","nan","nan","0.5","0","12","6","5","14","2","nan","nan","nan","0.08","0","1.5","0.39","1.89","nan","0.18","nan","0","45","0","45","45","4","0","0","0","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","0.09","0","0","0","0","nan","0","nan","0.1","0.2","20.8","0.6","3.8","nan","1.6","nan","0.7","nan","1.3","29.1","nan","nan","0","nan","1.7","0","1.5","nan","nan","nan","nan","0.1","nan","nan","nan","0.1","nan","nan","0.8","nan","nan","nan","4.2","nan","nan","nan","16.6","42.3","nan","0","nan","nan","nan","0.2","nan","nan","0.4","0","nan","0","0","nan","nan","0","0.2","0","nan","0","59.7","0","nan","0","0","0","0","0","nan","0","nan","0","0","0.17","0","0.03","nan","0.01","nan","0","nan","0.01","0.24","nan","nan","0","nan","0.01","0","0.01","nan","nan","nan","nan","0","nan","nan","nan","0","nan","nan","0.01","nan","nan","nan","0.03","nan","nan","nan","0.14","0.35","nan","0","nan","nan","nan","1.66","nan","3.31","0","nan","nan","0","0","nan","0","1.66","nan","0","nan","0","0.49","0","nan","0","0","0","500","238","383","142","1064","217","185","232","697","201","157","286","485","295","297","231","48","335","240","114","184","68","511","104","89","111","334","96","75","137","233","142","142","111","23","161"
"F003201","24704","Corn, kernels, purchased frozen, boiled, drained","452","424","73.9","3.1","0.5","0.9","0.5","3.5","0","0.3","0.3","1.8","0.2","0","nan","nan","2.6","0","0","17.3","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","19.9","19.9","nan","0.1","nan","0","0.1","0","nan","0","nan","nan","nan","nan","nan","0","0","5","nan","nan","nan","0","nan","0","0.6","0","27","0.11","0","nan","nan","74","210","1","8","nan","nan","0.6","0","57","25","0","54","9","nan","nan","nan","0.06","0.06","1.6","0.41","2.01","nan","0.18","nan","0","31","0","31","31","5","0","0","0","0","0","0.1","nan","nan","nan","nan","nan","nan","nan","0.09","0","0","0","0","nan","0","nan","0.1","0.2","20.8","0.6","3.8","nan","1.6","nan","0.7","nan","1.3","29.1","nan","nan","0","nan","1.7","0","1.5","nan","nan","nan","nan","0.1","nan","nan","nan","0.1","nan","nan","0.8","nan","nan","nan","4.2","nan","nan","nan","16.6","42.3","nan","0","nan","nan","nan","0.2","nan","nan","0.4","0","nan","0","0","nan","nan","0","0.2","0","nan","0","59.7","0","nan","0","0","0","0","0","nan","0","nan","0","0","0.17","0","0.03","nan","0.01","nan","0","nan","0.01","0.24","nan","nan","0","nan","0.01","0","0.01","nan","nan","nan","nan","0","nan","nan","nan","0","nan","nan","0.01","nan","nan","nan","0.03","nan","nan","nan","0.14","0.35","nan","0","nan","nan","nan","1.66","nan","3.31","0","nan","nan","0","0","nan","0","1.66","nan","0","nan","0","0.49","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","48","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","24","nan"
"F003319","24705","Cucumber, common, peeled, raw","50","45","96.2","0.4","0.06","0.1","0.2","0.6","0","1.1","1","0","0","0","nan","nan","2.1","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","2.1","2.1","nan","0","nan","0","0.1","0","nan","0","nan","nan","nan","nan","nan","nan","nan","13","nan","nan","nan","nan","nan","0","0.3","nan","9","nan","nan","nan","nan","18","97","0","21","nan","nan","0.4","0","20","20","10","35","6","nan","nan","nan","0.02","0.01","0.2","0.05","0.25","nan","0.1","nan","0","4","0","4","4","8","0","0","0","0","0","0","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","50","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","3","nan"
"F003320","24705","Cucumber, common, unpeeled, raw","50","39","95.4","0.8","0.13","0.1","0.3","1.4","0","0.6","0.6","0","0","0","nan","nan","1.2","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","1.2","1.2","nan","0","nan","0","0.2","0","nan","0","nan","nan","nan","nan","nan","0.8","0","18","0.6","40","nan","0.024","0","0.1","0.22","0.5","14","0.08","0","7.8","2","18","136","0","10","nan","nan","0.18","0","20","250","20","270","45","nan","nan","nan","0.02","0.02","0.2","0.11","0.31","0.14","0.1","nan","0","4","0","4","4","7","0","0","0","0","0","0","nan","0","nan","0","nan","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","0","nan","0","0","0","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","nan","nan","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","0","nan","0","nan","nan","nan","nan","0","0","0","nan","0","0","0","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","50","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","6","nan"
